DTXSID,PREFERRED NAME,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,TOXCAST ACTIVE,TOXCAST TOTAL,% TOXCAST ACTIVE,HIT CALL,CONTINUOUS HIT CALL,TOP,SCALED TOP,AC50,LOGAC50
DTXSID8027793,N-(Cyclohexylthio)phthalimide,17796-82-6,C14H15NO2S,261.082350,145,361,40,Inactive,7.982264451670397e-14,-6.593155008276598,0.26780436835460697,0.16977173906745657,-0.7701346025994613
DTXSID8042260,Penconazole,66246-88-6,C13H15Cl2N3,283.064303,61,247,25,Inactive,8.619562668053621e-14,-12.445969500089564,0.5055371815690759,0.21624817974529703,-0.6650475394927448
DTXSID6020278,"1-Chloro-2,4-dinitrobenzene",97-00-7,C6H3ClN2O4,201.978134,173,372,47,Inactive,1.0387833643530607e-13,-10.014834384297846,0.40678800863866577,3.9153803788171126,0.5927739601095783
DTXSID4022529,Methylparaben,99-76-3,C8H8O3,152.047344,18,626,3,Inactive,1.375473562011682e-13,-15.546533483085733,0.6314775815698305,6.8662331126491,0.8367185438929028
DTXSID7027837,Tripropylene glycol,24800-44-0,C9H20O4, ,6,475,1,Inactive,1.5591212086656046e-13,-7.5925686368253995,0.3083990965511246,4.988230350125624,0.6979465004357299
DTXSID2020894,Bis(4-(dimethylamino)phenyl)methanone,90-94-8,C17H20N2O,268.157563,162,620,26,Inactive,1.7093399935912246e-13,-8.478139912790732,0.3443697139406998,0.2524872347707077,-0.5977605740157464
DTXSID9042203,Nitralin,4726-14-1,C13H19N3O6S,345.099457,27,249,11,Inactive,2.922802811936024e-13,-4.38576914823177,0.17814356480575821,0.020800536425966264,-1.681925464852956
DTXSID1020807,2-Mercaptobenzothiazole,149-30-4,C7H5NS2,166.986342,86,632,14,Inactive,3.211928185497433e-13,-10.571408852969327,0.4293952541588691,0.06862222511507723,-1.1635352038034221
DTXSID7042011,N-Dodecanoyl-N-methylglycine,97-78-9,C15H29NO3,271.214744,59,480,12,Inactive,3.491504254046295e-13,-8.110802104149233,0.32944898635390574,5.80981520018667,0.7641623184805895
DTXSID8027955,Isooctyl acrylate,29590-42-9,, ,22,586,4,Inactive,4.948279521167738e-13,-4.970856606521798,0.20190896649931261,0.6061806455014884,-0.21739793416122216
DTXSID3044544,3-Hydroxy-N-(3-nitrophenyl)naphthalene-2-carboxamide,135-65-9,C17H12N2O4,308.079707,103,329,31,Inactive,5.10100823160853e-13,-14.45889974594852,0.5872994808563561,0.19341892194290414,-0.713501041662462
DTXSID4027072,Sodium phenolate,139-02-6,C6H5NaO,116.023809,4,366,1,Inactive,5.360869941339839e-13,-13.077413583688015,0.5311855219686351,4.960629040145974,0.6955367513576384
DTXSID3027320,Sodium 4-nitrophenolate,824-78-2,C6H4NNaO3,161.008887,31,595,5,Inactive,5.586653011415887e-13,-2.037075824043917,0.08274305755949778,25,1.3979400086720377
DTXSID3044623,4-Hydroxybutyl prop-2-enoate,2478-10-6,C7H12O3,144.078644,23,247,9,Inactive,5.740994481556487e-13,-5.52061585964595,0.2242393878749961,4.960631761481702,0.6955369896058033
DTXSID7022679,Biotin,58-85-5,C10H16N2O3S,244.088164,0,364,0,Inactive,6.95035270967049e-13,-5.3910133434515695,0.2189751221413627,5.989572380176707,0.777395817454612
DTXSID9020114,Auramine hydrochloride,2465-27-2,C17H22ClN3,303.150225,155,408,38,Inactive,7.898020999676548e-13,-3.340647899020735,0.1356922595281504,22.5,1.3521825181113625
DTXSID6021248,Rotenone,83-79-4,C23H22O6,394.141638,336,788,43,Inactive,8.201318009277765e-13,-13.342775491085908,0.5419641367451504,5.939705479097215,0.7737649109788337
DTXSID1027500,2-Propoxyethanol,2807-30-9,C5H12O2,104.083730,1,357,0,Inactive,8.613791680391751e-13,-4.44723827166562,0.18064035120829977,43.643178779234276,1.6399163751886152
DTXSID5020310,Chlorfenson,80-33-1,C12H8Cl2O3S,301.957121,34,341,10,Inactive,9.228771733997965e-13,-1.011143932261353,0.04107119607455236,25,1.3979400086720377
DTXSID4026214,Triclocarban,101-20-2,C13H9Cl3N2O,313.978046,259,647,40,Inactive,1.05174538586927e-12,-0.5113218054803046,0.020769148149966485,25,1.3979400086720377
DTXSID6047103,Octadecyl sulfate sodium salt,1120-04-3,C18H37NaO4S,372.231025,111,370,30,Inactive,1.6565407687743725e-12,-10.055686693301789,0.4084473700210228,5.919761844523156,0.772304235153677
DTXSID8027870,"3-(Dodecenyl)dihydro-2,5-furandione",25377-73-5,, ,30,442,7,Inactive,1.7294697217976104e-12,-3.7237473253504043,0.15125320110413906,25,1.3979400086720377
DTXSID5023902,Benz(a)anthracene,56-55-3,C18H12,228.093900,160,663,24,Inactive,1.830101824759402e-12,-17.221321097634554,0.6995050189164923,0.07781442673320582,-1.10893987769177
DTXSID0020440,Dichlorprop,120-36-5,C9H8Cl2O3,233.985050,11,664,2,Inactive,2.3923106455776645e-12,-18.719436744654523,0.7603562978669636,6.042273574850929,0.781200384849607
DTXSID2041206,alpha-Terthiophene,1081-34-1,C12H8S3,247.978814,80,344,23,Inactive,2.869524028323153e-12,-5.542873578912467,0.22514346406336128,45.79813787966605,1.660847820252205
DTXSID3041617,Barban,101-27-9,C11H9Cl2NO2,257.001034,126,249,51,Inactive,2.992490171794637e-12,-5.098565934092734,0.2070963336642272,4.01617886917394,0.6038130468076137
DTXSID6032645,Sulfentrazone,122836-35-5,C11H10Cl2F2N4O3S,385.981873,25,646,4,Inactive,3.5670707293533693e-12,-6.487081550703788,0.26349581876509853,25,1.3979400086720377
DTXSID5020528,"2,6-Dinitrotoluene",606-20-2,C7H6N2O4,182.032757,14,609,2,Inactive,3.883438403383076e-12,-13.829040551239999,0.5617155163386846,25,1.3979400086720377
DTXSID7038864,"2,2'-Methylenebis(ethyl-6-tert-butylphenol)",88-24-4,C25H36O2,368.271530,192,371,52,Inactive,4.980771469215949e-12,-6.993619988386584,0.2840706734713326,7.066241525691376,0.8491884776335485
DTXSID8033566,Indium trichloride,10025-82-8,Cl3In,219.810437,5,329,2,Inactive,5.1453092552356296e-12,-14.520185879013132,0.5897888344562126,6.6403680671552525,0.8221921524258919
DTXSID7026314,Pyrithione zinc,13463-41-7,C10H8N2O2S2Zn,315.931862,182,383,48,Inactive,5.381255579535109e-12,-20.16521881164376,0.8190818629025836,21.95482278666673,1.34152993594811
DTXSID5028033,Triisononyl trimellitate,53894-23-8,, ,6,586,1,Inactive,5.9372362757659395e-12,-13.96803235116485,0.5673611611231038,0.26449306858832095,-0.5775857047754416
DTXSID4027525,Potassium 2-ethylhexanoate,3164-85-0,C8H15KO2,182.070911,3,365,1,Inactive,6.070131257570825e-12,-4.573622005487454,0.1857738746828677,25,1.3979400086720377
DTXSID3041293,2-((Dimethylamino)methyl)phenol,120-65-0,C9H13NO,151.099714,3,357,1,Inactive,6.144543548603529e-12,-8.862066610149384,0.3599642580628286,4.9606404621746085,0.695537751335314
DTXSID8027581,"1,5,9-Cyclododecatriene",4904-61-4,C12H18,162.140851,10,585,2,Inactive,6.345775861681506e-12,-10.618771041556268,0.43131903738290905,0.27859402954678286,-0.5550281950286046
DTXSID4021977,4-Ethylphenol,123-07-9,C8H10O,122.073165,5,365,1,Inactive,6.754562556670846e-12,-6.219526023817677,0.2526281023550382,25.25,1.4022613824546801
DTXSID7041413,R-(-)-Carvone,6485-40-1,C10H14O,150.104465,4,365,1,Inactive,8.053738963436857e-12,-9.898900999829426,0.4020789631574353,6.900028270749768,0.8388508701293527
DTXSID3036286,Citralva,5146-66-7,C10H15N,149.120449,3,362,1,Inactive,8.521494528414433e-12,-2.0319920551575366,0.08253656226039305,25.750000000000004,1.41077723337721
DTXSID4021559,"2,6-Di-tert-butyl-4-nitrophenol",728-40-5,C14H21NO3,251.152144,139,453,31,Inactive,1.2380402951856155e-11,-9.367628331151089,0.38049943995786495,2.2907785984216082,0.35998311706796493
DTXSID6044430,"1,2-Diphenylethanone",451-40-1,C14H12O,196.088815,22,379,6,Inactive,1.423460822348263e-11,-0.2906945552752523,0.011807590093344632,25,1.3979400086720377
DTXSID4027236,"2,3-Dinitrotoluene",602-01-7,C7H6N2O4,182.032757,58,617,9,Inactive,1.535740921221659e-11,-2.39189523581534,0.09715530607028126,17.9,1.252853030979893
DTXSID4042256,Parinol,17781-31-6,C18H13Cl2NO,329.037419,76,341,22,Inactive,1.7588949245178888e-11,-4.978793090402164,0.20223133493291837,0.8598339151124372,-0.0655854286587722
DTXSID8020961,4-Nitrobenzenamine,100-01-6,C6H6N2O2,138.042927,39,599,7,Inactive,2.0811886265982905e-11,-0.7869137646024085,0.031963292750488426,25,1.3979400086720377
DTXSID6023733,Valproic acid,99-66-1,C8H16O2,144.115030,17,689,2,Inactive,2.2781508673670954e-11,-14.5034272078724,0.5891081216057377,4.960628351128558,0.6955366910353526
DTXSID2021995,DEET,134-62-3,C12H17NO,191.131014,27,709,4,Inactive,2.330384953693572e-11,-2.3213988250666757,0.09429184438492529,25,1.3979400086720377
DTXSID7027205,Octamethylcyclotetrasiloxane,556-67-2,C8H24O4Si4,296.075165,6,669,1,Inactive,2.8264582779640142e-11,-8.631587735549001,0.3506025413499722,0.1261545543860203,-0.8990970661213322
DTXSID1040372,Epoxiconazole,133855-98-8,C17H13ClFN3O,329.073118,78,391,20,Inactive,2.975613425587871e-11,-9.622015118337975,0.39083226131195437,12.136315975597572,1.084086875019284
DTXSID8020755,Isoniazid,54-85-3,C6H7N3O,137.058912,16,641,2,Inactive,3.02009676231295e-11,-0.5640671338912184,0.022911586685236622,11,1.041392685158225
DTXSID1047368,SSR69071,344930-95-6,C27H32N4O7S,556.199171,231,641,36,Inactive,3.030617644849479e-11,-0.3798686522201586,0.015429712230006712,6.25,0.7958800173440752
DTXSID5027308,2-Ethylhexanoyl chloride,760-67-8,C8H15ClO,162.081143,1,331,0,Inactive,3.180526932313186e-11,-5.689744981283438,0.23110916684024693,25,1.3979400086720377
DTXSID7024164,Bensulfuron-methyl,83055-99-6,C16H18N4O7S,410.089620,9,503,2,Inactive,3.2168979436033664e-11,-11.499889074849552,0.46710877053126426,0.8789995726254383,-0.05601133608260921
DTXSID9044825,3-tert-Butylphenol,585-34-2,C10H14O,150.104465,21,480,4,Inactive,3.6770765825176246e-11,-0.3458246467595379,0.014046894236618524,25,1.3979400086720377
DTXSID5041641,"2,5-Dimethylbenzenesulfonic acid",609-54-1,C8H10O3S,186.035065,4,357,1,Inactive,3.720067718909296e-11,-1.8553174898317937,0.07536029834547064,22.5,1.3521825181113625
DTXSID3032464,Profenofos,41198-08-7,C11H15BrClO3PS,371.935143,114,733,16,Inactive,4.0351294005267065e-11,-10.896986226659369,0.44261973360795825,0.07693577979559617,-1.113871639991152
DTXSID6021030,N-Nitrosodiphenylamine,86-30-6,C12H10N2O,198.079313,42,597,7,Inactive,5.480655664171358e-11,-5.384327495767046,0.21870355273129705,45.94041613961143,1.662194924823274
DTXSID4047418,Acetaldehyde ethyl cis-3-hexenyl acetal,28069-74-1,C10H20O2,172.146330,2,331,1,Inactive,6.910045142023062e-11,-2.735447472348134,0.11110989830813718,19.25,1.2844307338445196
DTXSID9022100,4-Propylphenol,645-56-7,C9H12O,136.088815,17,378,4,Inactive,8.31950415509857e-11,-5.874642366709078,0.2386194297496086,25,1.3979400086720377
DTXSID9033923,Procymidone,32809-16-8,C13H11Cl2NO2,283.016684,63,696,9,Inactive,9.430879266164873e-11,-14.750557543350556,0.5991461964440978,0.0031814562220098255,-2.4973740484360456
DTXSID7028300,"1-(4-Chlorophenyl)-4,4-dimethyl-pentan-3-one",66346-01-8,C13H17ClO,224.096793,6,329,2,Inactive,1.011378116928921e-10,-3.928303431469153,0.15956197265940222,25,1.3979400086720377
DTXSID0024266,Pirimiphos-methyl,29232-93-7,C11H20N3O3PS,305.096300,143,726,20,Inactive,1.1167552770270289e-10,-14.61867521310936,0.5937893279792975,6.624894957764027,0.8211789966276967
DTXSID6022474,Corticosterone,50-22-6,C21H30O4,346.214409,91,663,14,Inactive,1.172748981691469e-10,-19.184834622266944,0.7792600828517107,17.234154810259817,1.2363899897897568
DTXSID6021032,N-Nitrosodi-n-propylamine,621-64-7,C6H14N2O,130.110613,5,631,1,Inactive,1.347103638931952e-10,-6.082870852767613,0.24707736803747518,45.86450554450575,1.6614767158322732
DTXSID3032389,Farnesol,4602-84-0,C15H26O,222.198365,62,382,16,Inactive,1.3562429360379062e-10,-6.601712067630351,0.2681519436614711,40.862813995341426,1.6113282707782741
DTXSID6041472,"3,5-Dimethyl-1-hexyn-3-ol",107-54-0,C8H14O,126.104465,0,358,0,Inactive,1.554010124583673e-10,-6.4506116646023735,0.262014465027913,42.10066630167679,1.6242889692050662
DTXSID4021395,Trifluralin,1582-09-8,C13H16F3N3O4,335.109290,99,762,13,Inactive,1.5797907607612188e-10,-9.824239983607043,0.3990463412541055,45.12559963025974,1.6544229858695652
DTXSID3023897,Triadimefon,43121-43-3,C14H16ClN3O2,293.093104,134,754,18,Inactive,1.6998559179434598e-10,-6.681137896271016,0.27137810531601325,2.449374174275123,0.38905513441429085
DTXSID0023113,2-Methoxyphenol,90-05-1,C7H8O2,124.052429,2,363,1,Inactive,1.7620601989883703e-10,-7.900428127358595,0.3209039013525764,25.15,1.400537989391946
DTXSID2024086,Ethion,563-12-2,C9H22O4P2S4,383.987618,106,619,17,Inactive,1.999632447306589e-10,-6.0100741270973295,0.2441204709052311,0.47559111248460745,-0.32276626977024514
DTXSID8037706,Potassium perfluorooctanesulfonate,2795-39-3,C8F17KO3S,537.893375,198,779,25,Inactive,2.0513793338508436e-10,-7.240967826539023,0.29411758295201934,42.63616019636691,1.6297780853098083
DTXSID3025540,Thimerosal,54-64-8,C9H9HgNaO2S,405.992738,196,332,59,Inactive,2.0559096805846913e-10,-9.606038215347146,0.39018330274684393,34.671694972646826,1.539975073247806
DTXSID4023412,Oxytetracycline dihydrate,6153-64-6,C22H28N2O11,496.169310,124,783,16,Inactive,2.0700940670507802e-10,-7.880640961727721,0.32010017546009367,42.6479963916938,1.6298986327726865
DTXSID3041665,Benzalkonium chloride C16 (BAC C16),122-18-9,C25H46ClN,395.331878,281,467,60,Inactive,2.2995603322747123e-10,-8.75639723843241,0.35567212185314323,2.330003002645891,0.3673564806962771
DTXSID3037208,Diclofenac sodium,15307-79-6,C14H10Cl2NNaO2,316.998628,76,607,13,Inactive,2.653227566119002e-10,-6.9093688625900285,0.2806485152634962,45.003186418508676,1.6532432647749693
DTXSID4021185,Prednisone,53-03-2,C21H26O5,358.178024,46,653,7,Inactive,2.9197227059716847e-10,-15.16938171363311,0.6161582251668201,15.503228371697451,1.1904221444942675
DTXSID9047330,PharmaGSID_47330,425377-76-0,C21H15F2N5O,391.124466,195,653,30,Inactive,3.0232059726959775e-10,-2.2890830245258806,0.0929792235621421,25,1.3979400086720377
DTXSID1042499,Triphenylbismuthine dichloride,594-30-9,C18H15BiCl2,510.035480,178,329,54,Inactive,3.1126976461726745e-10,-13.674204025598286,0.5554262818378048,15.674339869535672,1.1951892594195033
DTXSID8022161,Ioxynil,1689-83-4,C7H3I2NO,370.830400,75,344,22,Inactive,3.31804206189076e-10,-7.252011355728654,0.2945661550476734,0.1287533498355363,-0.8902414628990958
DTXSID8047268,CI-959,104795-68-8,C14H14N5NaO3S,355.071505,241,639,38,Inactive,4.0147025335384106e-10,-15.353317586911526,0.6236294328510386,0.12180238628257294,-0.9143442031711086
DTXSID5021386,"2,4,6-Trichlorophenol",88-06-2,C6H3Cl3O,195.924948,36,612,6,Inactive,4.787729828965768e-10,-2.485514454238649,0.10095798257708766,25,1.3979400086720377
DTXSID8021771,4-(2-Methylbutan-2-yl)phenol,80-46-6,C11H16O,164.120115,127,678,19,Inactive,5.367319832728841e-10,-15.1147102319464,0.6139375490865915,10.61618039770524,1.0259682897605122
DTXSID2037714,4-Heptylphenol,1987-50-4,C13H20O,192.151415,162,611,27,Inactive,5.727627452199824e-10,-13.369357290701306,0.5430438507890026,2.6045654579324946,0.4157352765936919
DTXSID7020845,Methyl methanesulfonate,66-27-3,C2H6O3S,110.003765,8,597,1,Inactive,5.740893280675669e-10,-3.984241703147763,0.16183410390687528,25,1.3979400086720377
DTXSID4022446,"2,2′-Methylenebis[phenol]",2467-02-9,C13H12O2,200.083730,93,516,18,Inactive,8.251193378171176e-10,-15.450304538473745,0.6275689017804287,40.68382477074135,1.6094217750949653
DTXSID4042123,Mercury(II) acetate,1600-27-7,C4H6HgO4,319.997252,163,247,66,Inactive,8.76209528191599e-10,-6.090122529002269,0.24737192058039223,0.07667306746231597,-1.1153571615604005
DTXSID8047183,Triethanolamine Laurate,2224-49-9,C18H39NO5,349.282823,23,247,9,Inactive,8.793203818393384e-10,-2.265784138230792,0.09203285668319124,18.75,1.2730012720637376
DTXSID9020451,"N,N'-Dicyclohexylthiourea",1212-29-9,C13H24N2S,240.166020,75,456,16,Inactive,8.900145311388467e-10,-8.968840154260466,0.36430124414942233,25,1.3979400086720377
DTXSID8037708,Ammonium perfluorooctanoate,3825-26-1,C8H4F15NO2,431.000251,55,706,8,Inactive,9.671854951157845e-10,-0.7571724805909135,0.03075524504514025,25,1.3979400086720377
DTXSID2021735,Dimethyl sulfoxide,67-68-5,C2H6OS,78.013936,5,366,1,Inactive,9.978352810074417e-10,-4.534241656660163,0.1841743021822913,25,1.3979400086720377
DTXSID5032442,Imidacloprid,138261-41-3,C9H10ClN5O2,255.052302,57,753,8,Inactive,1.0849140868025548e-9,-12.844551792663681,0.5217270146559889,0.18217455057400034,-0.7395122932096326
DTXSID0037495,Deisopropylatrazine,1007-28-9,C5H8ClN5,173.046823,23,727,3,Inactive,1.3007300519259663e-9,-3.911768654584983,0.1588903540680312,25,1.3979400086720377
DTXSID8022292,Permethrin,52645-53-1,C21H20Cl2O3,390.078950,103,803,13,Inactive,1.4145975322745422e-9,-11.038579213673636,0.44837103482917884,8.011396454033612,0.9037082238771639
DTXSID6035784,(7S)-Hydroprene,65733-18-8,C17H30O2,266.224580,175,444,39,Inactive,1.7951344062247762e-9,-9.364521276030569,0.3803732358972977,12.315103114949505,1.0904380525588888
DTXSID1040792,Pyridoxine hydrochloride,58-56-0,C8H12ClNO3,205.050571,1,366,0,Inactive,2.021195010490422e-9,-6.700394526960817,0.2721602816507189,25,1.3979400086720377
DTXSID9044796,(Acryloyloxy)(tributyl)stannane,13331-52-7,C15H30O2Sn,362.126782,202,344,59,Inactive,3.207909108428254e-9,-6.968486237929083,0.2830497770784518,0.17499220764291307,-0.7569812899024543
DTXSID1025805,2-n-Octyl-4-isothiazolin-3-one,26530-20-1,C11H19NOS,213.118735,381,671,57,Inactive,3.2537512484121394e-9,-9.524114930617472,0.3868556980578864,44.63627532300898,1.6496879477092525
DTXSID6027185,Hexamethylcyclotrisiloxane,541-05-9,C6H18O3Si3,222.056374,1,329,0,Inactive,3.885978568142552e-9,-0.13519397282239642,0.0054913825704995265,25,1.3979400086720377
DTXSID3025091,C.I. Disperse Black 6,119-90-4,C14H16N2O2,244.121178,87,614,14,Inactive,3.906745311470319e-9,-0.6073247320284427,0.024668647414300974,24.999999999999996,1.3979400086720375
DTXSID5023950,Carbosulfan,55285-14-8,C20H32N2O3S,380.213364,153,611,25,Inactive,3.933779893675336e-9,-9.493382593270377,0.3856073952072834,25,1.3979400086720377
DTXSID4047462,3-Carene,13466-78-9,C10H16,136.125201,16,331,5,Inactive,3.942111131372916e-9,-0.35677492275513306,0.014491678523144123,25,1.3979400086720377
DTXSID2022048,Flavone,525-82-6,C15H10O2,222.068080,70,373,19,Inactive,3.965793084037918e-9,-9.022739508620642,0.36649055754051174,24.849999999999998,1.395326393069351
DTXSID1047366,SAR115740,NOCAS_47366,C24H17F2N3O,401.133969,313,638,49,Inactive,4.023249675176921e-9,-11.80606665518647,0.47954525858645763,4.960658276704123,0.6955393109601312
DTXSID7029241,"2,4-Bis(1-methyl-1-phenylethyl)phenol",2772-45-4,C24H26O,330.198365,351,643,55,Inactive,4.150609385421972e-9,-15.908588989842631,0.6461837497358484,25,1.3979400086720377
DTXSID6041268,Fenchlorazole-ethyl,103112-35-2,C12H8Cl5N3O2,400.905915,100,329,30,Inactive,4.676565283696882e-9,-2.111861779019551,0.08578075429329274,25,1.3979400086720377
DTXSID0044862,Undecanedioic acid,1852-04-6,C11H20O4,216.136159,5,329,2,Inactive,4.696826484147772e-9,-12.605862652071872,0.5120318088783224,4.960648785217181,0.6955384800009887
DTXSID4021715,Menadione,58-27-5,C11H8O2,172.052429,155,334,46,Inactive,5.1188843970548075e-9,-6.5965856601576025,0.26794371644499515,4.09362913390637,0.6121084948009157
DTXSID2023723,Tromethamine,77-86-1,C4H11NO3,121.073893,2,364,1,Inactive,5.450257356998997e-9,-7.952759271850494,0.32302951633938226,46.97322646923176,1.6718503917706151
DTXSID7024035,"2,4-Dichlorophenoxybutyric acid",94-82-6,C10H10Cl2O3,248.000700,32,681,5,Inactive,5.462356473444821e-9,-11.9202353134996,0.4841826234576095,12.020379926669277,1.0799181945759053
DTXSID0023371,Nisoldipine,63675-72-9,C20H24N2O6,388.163437,119,332,36,Inactive,6.044207310837074e-9,-5.800159082935893,0.23559402707989816,25,1.3979400086720377
DTXSID3040728,"Phosphoric acid, dibutyl ester",107-66-4,C8H19O4P,210.102096,5,331,2,Inactive,6.312046169223904e-9,-2.653764459856262,0.1077920531280638,25,1.3979400086720377
DTXSID1027390,Phenolsulfonic acid,1333-39-7,C6H6O4S, ,5,365,1,Inactive,6.5381413990366075e-9,-8.240505132110918,0.334717334729358,46.16059141483637,1.664271364414455
DTXSID8044200,"3,3'-Thiodipropionic acid",111-17-1,C6H10O4S,178.029980,1,331,0,Inactive,6.560254215326536e-9,-4.676272443520623,0.18994338619659476,25,1.3979400086720377
DTXSID9041524,4-Nitropyridine-1-oxide,1124-33-0,C5H4N2O3,140.022192,48,247,19,Inactive,6.620462483395295e-9,-9.082243140987341,0.3689075085542167,12.102845518274208,1.0828874899527057
DTXSID9025401,"1,6-Hexanediol diacrylate",13048-33-4,C12H18O4,226.120509,210,451,47,Inactive,6.768456101315014e-9,-4.4477242700487105,0.1806600917558588,0.09333994709505218,-1.0299324496082811
DTXSID7025003,"2,5-Dichlorophenol",583-78-8,C6H4Cl2O,161.963920,11,484,2,Inactive,7.160177210510056e-9,-7.632474129195042,0.3100199996187024,43.227937506305594,1.635764514946128
DTXSID3020043,Allantoin,97-59-6,C4H6N4O3,158.043990,1,366,0,Inactive,7.353758589047262e-9,-2.982807479031698,0.12115730205686216,25,1.3979400086720377
DTXSID8035180,Allethrin,584-79-2,C19H26O3,302.188195,242,770,31,Inactive,7.424306646228905e-9,-13.551923102606462,0.5504594085726481,2.115508502202572,0.32541477509498595
DTXSID2026739,Diethlylene glycol bis chloroformate,106-75-2,C6H8Cl2O5,229.974879,7,350,2,Inactive,7.503773522111179e-9,-3.0126977346268955,0.12237140077129872,24.999999999999996,1.3979400086720375
DTXSID0025101,3-Dimethylaminophenol,99-07-0,C8H11NO,137.084064,40,361,11,Inactive,7.517263586965854e-9,-9.195296327687483,0.3734995645906212,25,1.3979400086720377
DTXSID7042140,Methiuron,21540-35-2,C10H14N2S,194.087770,10,247,4,Inactive,8.847730167685752e-9,-3.697293385449542,0.15017868053595163,25,1.3979400086720377
DTXSID5041275,1-Monolaurin,142-18-7,C15H30O4,274.214409,37,364,10,Inactive,9.43024572495532e-9,-1.6143643507128764,0.06557313224004813,25,1.3979400086720377
DTXSID5023243,Mefenamic acid,61-68-7,C15H15NO2,241.110279,30,332,9,Inactive,9.885193445793616e-9,-12.934647440191792,0.5253865688371778,35.91444184358246,1.555269121329368
DTXSID9020617,Eugenol,97-53-0,C10H12O2,164.083730,21,641,3,Inactive,1.1095993702986169e-8,-4.3718732130882465,0.17757913212836232,25,1.3979400086720377
DTXSID3022162,Bromoxynil,1689-84-5,C7H3Br2NO,274.858140,184,673,27,Inactive,1.1150657636146001e-8,-6.131276069105274,0.24904351753192852,25.000000000000004,1.3979400086720377
DTXSID9020293,2-Chloroacetophenone,532-27-4,C8H7ClO,154.018542,172,576,30,Inactive,1.1509775304687971e-8,-11.09193464491063,0.4505382548540037,0.5115035749854566,-0.29115132658323645
DTXSID5029136,3-((Ethylphenylamino)methyl)benzenesulfonic acid,101-11-1,C15H17NO3S,291.092915,3,247,1,Inactive,1.1677713096961364e-8,-10.054025391194624,0.40837989034537486,7.775803641984755,0.8907452850613229
DTXSID1020148,Benzotrichloride,98-07-7,C7H5Cl3,193.945683,7,608,1,Inactive,1.2036668653824347e-8,-8.085284806753052,0.32841251084214806,25,1.3979400086720377
DTXSID5020239,Candesartan cilexetil,145040-37-5,C33H34N6O6,610.253983,127,250,51,Inactive,1.2070309514669088e-8,-3.751658635506172,0.15238691793270318,24.6,1.390935107103379
DTXSID5021097,Oxytetracycline hydrochloride,2058-46-0,C22H25ClN2O9,496.124858,42,659,6,Inactive,1.2407374037030378e-8,-3.1099412373905464,0.12632129043740203,25,1.3979400086720377
DTXSID4020450,Dicofol,115-32-2,C14H9Cl5O,367.909603,277,691,40,Inactive,1.3616478362970078e-8,-4.168124267694299,0.16930314626792883,25,1.3979400086720377
DTXSID1038298,1-Hydroxypyrene,5315-79-7,C16H10O,218.073165,238,690,34,Inactive,1.4383969993822227e-8,-9.737664741397658,0.39552978081742135,43.12729081834546,1.634752177376239
DTXSID1023998,Cypermethrin,52315-07-8,C22H19Cl2NO3,415.074199,136,857,16,Inactive,1.478822141469781e-8,-6.229929095016468,0.25305065997848897,25,1.3979400086720377
DTXSID5024059,"3,3'-Dimethylbenzidine",119-93-7,C14H16N2,212.131349,90,643,14,Inactive,1.682826272268961e-8,-0.938800652046095,0.03813271723726932,25,1.3979400086720377
DTXSID1020510,"7,12-Dimethylbenz[a]anthracene",57-97-6,C20H16,256.125201,356,712,50,Inactive,1.8661114964416273e-8,-4.5328693278265595,0.1841185601807766,25,1.3979400086720377
DTXSID7021150,Phenylmercuric acetate,62-38-4,C8H8HgO2,338.023072,503,740,68,Inactive,1.873917332080867e-8,-10.433336191852762,0.4237869434561867,0.08755436877200042,-1.0577221786926392
DTXSID6024911,"(E,E)-2,4-Decadienal",25152-84-5,C10H16O,152.120115,182,447,41,Inactive,1.8919436684709365e-8,-0.11702825145147222,0.004753517385874088,25,1.3979400086720377
DTXSID6032354,Clodinafop-propargyl,105512-06-9,C17H13ClFNO4,349.051714,59,753,8,Inactive,1.9392974981436908e-8,-1.8804345938274711,0.07638051858328022,25,1.3979400086720377
DTXSID3038808,"1,3,5,7-Tetramethyl-1,3,5,7-tetravinylcyclotetrasiloxane",2554-06-5,C12H24O4Si4,344.075165,30,373,8,Inactive,2.3685624733870305e-8,-5.37328911147337,0.21825518961383472,25,1.3979400086720377
DTXSID8041379,"2,6-Di-tert-butyl-4-methoxyphenol",489-01-0,C15H24O2,236.177630,37,363,10,Inactive,2.5573561478757815e-8,-0.5967293231690427,0.024238277314782848,24.999999999999996,1.3979400086720375
DTXSID5025730,9-Nitroanthracene,602-60-8,C14H9NO2,223.063329,26,329,8,Inactive,2.6082781922135176e-8,-10.405172407883686,0.42264297150848557,35.33963304097787,1.5482620355752215
DTXSID8023474,Pimozide,2062-78-4,C28H29F2N3O,461.227869,144,332,43,Inactive,2.829668169779556e-8,-8.270369703646494,0.3359303901946437,25,1.3979400086720377
DTXSID7021869,p-Cresol,106-44-5,C7H8O,108.057515,5,601,1,Inactive,3.1017124884948265e-8,-0.8646383592351693,0.03512035275364544,25,1.3979400086720377
DTXSID5022510,4-Chloro-2-methylphenol,1570-64-5,C7H7ClO,142.018542,16,371,4,Inactive,3.507467473180154e-8,-8.243791483298496,0.3348508215354282,25,1.3979400086720377
